geo_name,geo_sumlevel,geo_id,median_property_value_2013,median_property_value_2014,median_property_value_2015,median_property_value_2016
"Lynchburg city, VA","county",05000US51680,145800,147900,149200,149600
"Manassas city, VA","county",05000US51683,245000,257500,276700,293500
"Manassas Park city, VA","county",05000US51685,213300,222300,248300,257800
"Martinsville city, VA","county",05000US51690,86800,85800,89100,88700
"Newport News city, VA","county",05000US51700,200100,194600,193100,189000
"Norfolk city, VA","county",05000US51710,202800,196700,193400,193100
"Norton city, VA","county",05000US51720,88000,89900,91600,92500
"Petersburg city, VA","county",05000US51730,122500,114100,111900,111300
"Poquoson city, VA","county",05000US51735,302400,304200,307800,301800
"Portsmouth city, VA","county",05000US51740,175600,173700,169800,169400
"Radford city, VA","county",05000US51750,144000,148400,148600,153900
"Richmond city, VA","county",05000US51760,196400,195000,193700,199300
"Roanoke city, VA","county",05000US51770,134700,135600,134400,133000
"Salem city, VA","county",05000US51775,170300,172400,173100,173800
"Staunton city, VA","county",05000US51790,169400,167700,165400,163000
"Suffolk city, VA","county",05000US51800,242000,240200,235300,236600
"Virginia Beach city, VA","county",05000US51810,267600,263200,259900,262200
"Waynesboro city, VA","county",05000US51820,165600,161300,156200,158800
"Williamsburg city, VA","county",05000US51830,311800,305000,320600,319500
"Winchester city, VA","county",05000US51840,224100,219700,216300,218600
"Adams County, WA","county",05000US53001,133600,139200,138400,146400
"Asotin County, WA","county",05000US53003,173600,170000,171900,177600
"Benton County, WA","county",05000US53005,176700,179800,184200,188300
"Chelan County, WA","county",05000US53007,254500,247800,246300,246100
"Clallam County, WA","county",05000US53009,222200,220400,217100,220200
"Clark County, WA","county",05000US53011,232500,228400,234800,249400
"Columbia County, WA","county",05000US53013,147900,147800,154800,162200
"Cowlitz County, WA","county",05000US53015,181500,175200,175300,180000
"Douglas County, WA","county",05000US53017,205100,200800,209700,214900
"Ferry County, WA","county",05000US53019,156300,161500,166000,164400
"Franklin County, WA","county",05000US53021,161600,163900,166800,169700
"Garfield County, WA","county",05000US53023,139500,140300,140900,138500
"Grant County, WA","county",05000US53025,154700,160600,157500,153800
"Grays Harbor County, WA","county",05000US53027,157600,158500,158300,159400
"Island County, WA","county",05000US53029,292100,287600,290900,295800
"Jefferson County, WA","county",05000US53031,284100,282400,284500,291200
"King County, WA","county",05000US53033,377300,376200,384300,407400
"Kitsap County, WA","county",05000US53035,268200,259000,258700,262400
"Kittitas County, WA","county",05000US53037,244700,246000,242900,246300
"Klickitat County, WA","county",05000US53039,194700,197500,200600,197500
"Lewis County, WA","county",05000US53041,180200,178200,174000,174800
"Lincoln County, WA","county",05000US53043,155700,142000,142500,145300
"Mason County, WA","county",05000US53045,210200,204800,204300,201800
"Okanogan County, WA","county",05000US53047,160800,162600,162700,165300
"Pacific County, WA","county",05000US53049,162000,158400,156200,159200
"Pend Oreille County, WA","county",05000US53051,186400,180100,179200,181700
"Pierce County, WA","county",05000US53053,240400,233800,232600,239400
"San Juan County, WA","county",05000US53055,472900,467000,465500,456800
"Skagit County, WA","county",05000US53057,261400,254900,249800,255100
"Skamania County, WA","county",05000US53059,248200,237500,243000,243000
"Snohomish County, WA","county",05000US53061,292500,287500,293000,309800
"Spokane County, WA","county",05000US53063,184700,182000,183300,186500
"Stevens County, WA","county",05000US53065,173500,171900,172600,174800
"Thurston County, WA","county",05000US53067,244900,241300,239400,242900
"Wahkiakum County, WA","county",05000US53069,195600,187900,178400,197000
"Walla Walla County, WA","county",05000US53071,195200,193900,192400,191700
"Whatcom County, WA","county",05000US53073,277000,273000,274700,283000
"Whitman County, WA","county",05000US53075,182300,179700,181800,188100
"Yakima County, WA","county",05000US53077,156300,157900,158200,160700
"Barbour County, WV","county",05000US54001,87900,86600,92600,99600
"Berkeley County, WV","county",05000US54003,165000,162400,162500,163800
"Boone County, WV","county",05000US54005,77600,77400,75700,72900
"Braxton County, WV","county",05000US54007,80400,81800,79500,84500
"Brooke County, WV","county",05000US54009,82300,84300,86500,89200
"Cabell County, WV","county",05000US54011,105400,109600,112800,114000
"Calhoun County, WV","county",05000US54013,75900,69500,71100,80000
"Clay County, WV","county",05000US54015,84500,77100,78000,77700
"Doddridge County, WV","county",05000US54017,80700,89000,92000,95700
"Fayette County, WV","county",05000US54019,72000,74700,77100,81300
"Gilmer County, WV","county",05000US54021,72500,74400,78700,84500
"Grant County, WV","county",05000US54023,112900,121100,124900,130700
"Greenbrier County, WV","county",05000US54025,96700,100200,105300,110000
"Hampshire County, WV","county",05000US54027,123800,117600,121400,125600
"Hancock County, WV","county",05000US54029,84700,84200,86400,86600
"Hardy County, WV","county",05000US54031,123100,123200,118800,121100
"Harrison County, WV","county",05000US54033,94600,93600,97800,102900
"Jackson County, WV","county",05000US54035,101800,106100,111600,113400
"Jefferson County, WV","county",05000US54037,214400,204900,207300,215300
"Kanawha County, WV","county",05000US54039,101600,101300,103100,107100
"Lewis County, WV","county",05000US54041,91400,94800,95500,93100
"Lincoln County, WV","county",05000US54043,76700,78300,81000,82400
"Logan County, WV","county",05000US54045,77600,80500,82100,85600
"McDowell County, WV","county",05000US54047,35000,38100,35500,33600
"Marion County, WV","county",05000US54049,91500,94600,99800,107100
"Marshall County, WV","county",05000US54051,86000,88800,94600,98100
"Mason County, WV","county",05000US54053,83900,81000,79600,76900
"Mercer County, WV","county",05000US54055,79400,84100,85200,87400
"Mineral County, WV","county",05000US54057,114800,118300,118800,128300
"Mingo County, WV","county",05000US54059,69000,68000,73200,70600
"Monongalia County, WV","county",05000US54061,161800,161500,167600,170700
"Monroe County, WV","county",05000US54063,102200,103600,101600,102500
"Morgan County, WV","county",05000US54065,161200,160700,165000,168900
"Nicholas County, WV","county",05000US54067,75500,75400,83100,87300
"Ohio County, WV","county",05000US54069,98700,102500,107500,110000
"Pendleton County, WV","county",05000US54071,90600,89200,100500,106400
"Pleasants County, WV","county",05000US54073,97300,99600,100800,104300
"Pocahontas County, WV","county",05000US54075,104500,107400,115500,113000
"Preston County, WV","county",05000US54077,106300,107800,107100,105900
"Putnam County, WV","county",05000US54079,142900,146800,148600,151800
"Raleigh County, WV","county",05000US54081,93900,97700,101700,105500
"Randolph County, WV","county",05000US54083,99000,98600,101200,99300
"Ritchie County, WV","county",05000US54085,73400,69400,73100,80400
"Roane County, WV","county",05000US54087,81900,82800,88900,88000
"Summers County, WV","county",05000US54089,79600,82500,89200,88900
"Taylor County, WV","county",05000US54091,89900,87900,88800,97800
"Tucker County, WV","county",05000US54093,105000,104200,104000,105800
"Tyler County, WV","county",05000US54095,78700,80900,87100,88400
"Upshur County, WV","county",05000US54097,100500,100100,108800,111200
"Wayne County, WV","county",05000US54099,79500,84200,82800,85000
"Webster County, WV","county",05000US54101,64100,65100,64800,66700
"Wetzel County, WV","county",05000US54103,79000,83000,83500,86500
"Wirt County, WV","county",05000US54105,73100,74500,80300,78300
"Wood County, WV","county",05000US54107,106400,106100,107000,109100
"Wyoming County, WV","county",05000US54109,57500,60400,60200,66700
"Adams County, WI","county",05000US55001,135600,133100,131600,129100
"Ashland County, WI","county",05000US55003,107400,107400,109000,108700
"Barron County, WI","county",05000US55005,134900,135600,134100,140900
"Bayfield County, WI","county",05000US55007,158600,158300,161300,162800
"Brown County, WI","county",05000US55009,158700,158600,158400,160700
"Buffalo County, WI","county",05000US55011,140900,142300,145500,151400
"Burnett County, WI","county",05000US55013,147600,146900,148800,150300
"Calumet County, WI","county",05000US55015,164300,165700,165200,166600
"Chippewa County, WI","county",05000US55017,147700,147300,148500,152400
"Clark County, WI","county",05000US55019,111700,110800,113100,115500
"Columbia County, WI","county",05000US55021,175000,174500,175300,177200
"Crawford County, WI","county",05000US55023,121100,120100,123500,123800
"Dane County, WI","county",05000US55025,228800,229000,230800,236000
"Dodge County, WI","county",05000US55027,154000,152900,153100,153900
"Door County, WI","county",05000US55029,192200,192900,194100,201900
"Douglas County, WI","county",05000US55031,130600,130500,131200,135600
"Dunn County, WI","county",05000US55033,156200,154900,153700,154500
"Eau Claire County, WI","county",05000US55035,150000,149300,152000,153200
"Florence County, WI","county",05000US55037,131100,142600,140700,136900
"Fond du Lac County, WI","county",05000US55039,145800,146200,146100,147000
"Forest County, WI","county",05000US55041,122400,122200,126500,129300
"Grant County, WI","county",05000US55043,124800,129500,133200,135400
"Green County, WI","county",05000US55045,158300,157400,160200,161900
"Green Lake County, WI","county",05000US55047,140500,138400,140300,137800
"Iowa County, WI","county",05000US55049,160500,161300,163300,166900
"Iron County, WI","county",05000US55051,108300,105600,104700,107600
"Jackson County, WI","county",05000US55053,124000,124800,127000,129100
"Jefferson County, WI","county",05000US55055,176900,174600,173000,175500
"Juneau County, WI","county",05000US55057,116000,116400,116800,118800
"Kenosha County, WI","county",05000US55059,169600,163800,161800,162400
"Kewaunee County, WI","county",05000US55061,149000,145600,148100,151200
"La Crosse County, WI","county",05000US55063,154700,154500,156700,158700
"Lafayette County, WI","county",05000US55065,121800,122800,124000,124100
"Langlade County, WI","county",05000US55067,108000,109900,109700,108100
"Lincoln County, WI","county",05000US55069,129100,131800,132600,134200
"Manitowoc County, WI","county",05000US55071,125200,124900,126700,127500
"Marathon County, WI","county",05000US55073,142300,142900,144500,145900
"Marinette County, WI","county",05000US55075,108200,107100,110500,114000
"Marquette County, WI","county",05000US55077,142000,139500,144500,142500
"Menominee County, WI","county",05000US55078,88500,91100,83500,84500
"Milwaukee County, WI","county",05000US55079,158400,154400,151700,150000
"Monroe County, WI","county",05000US55081,135300,135600,135300,139100
"Oconto County, WI","county",05000US55083,147700,149900,150900,153400
"Oneida County, WI","county",05000US55085,165200,162000,162600,163800
"Outagamie County, WI","county",05000US55087,155700,156200,155900,157200
"Ozaukee County, WI","county",05000US55089,250200,247300,245700,248800
"Pepin County, WI","county",05000US55091,134800,133000,141800,141900
"Pierce County, WI","county",05000US55093,191300,187400,191000,193000
"Polk County, WI","county",05000US55095,159100,155500,155100,156000
"Portage County, WI","county",05000US55097,145600,147600,151700,155900
"Price County, WI","county",05000US55099,114100,116800,116700,117600
"Racine County, WI","county",05000US55101,170100,167300,164600,163900
"Richland County, WI","county",05000US55103,124000,123900,124200,128000
"Rock County, WI","county",05000US55105,133000,131500,131800,132500
"Rusk County, WI","county",05000US55107,106800,102600,105200,105400
"St. Croix County, WI","county",05000US55109,206900,205700,205400,213100
"Sauk County, WI","county",05000US55111,168800,168200,166700,169500
"Sawyer County, WI","county",05000US55113,162500,159200,160400,159800
"Shawano County, WI","county",05000US55115,129900,130600,131500,132500
"Sheboygan County, WI","county",05000US55117,152300,150800,148200,148200
"Taylor County, WI","county",05000US55119,126100,127400,127200,129000
"Trempealeau County, WI","county",05000US55121,135200,137200,140800,145800
"Vernon County, WI","county",05000US55123,138200,139800,140900,146100
"Vilas County, WI","county",05000US55125,186000,193500,194900,201000
"Walworth County, WI","county",05000US55127,194900,191400,189600,189500
"Washburn County, WI","county",05000US55129,146000,142200,143600,147300
"Washington County, WI","county",05000US55131,222900,217900,215400,215700
"Waukesha County, WI","county",05000US55133,253800,249900,249300,254700
"Waupaca County, WI","county",05000US55135,136300,136100,137300,137700
"Waushara County, WI","county",05000US55137,136800,138100,137300,137200
"Winnebago County, WI","county",05000US55139,141300,142100,143100,144300
"Wood County, WI","county",05000US55141,119300,120000,120100,124000
"Albany County, WY","county",05000US56001,201500,205300,216100,220900
"Big Horn County, WY","county",05000US56003,131000,137000,141400,148200
"Campbell County, WY","county",05000US56005,201900,206500,212200,214000
"Carbon County, WY","county",05000US56007,143500,140900,146200,153700
"Converse County, WY","county",05000US56009,180900,187200,190300,194500
"Crook County, WY","county",05000US56011,172200,188100,205800,217500
"Fremont County, WY","county",05000US56013,181000,183700,186500,189600
"Goshen County, WY","county",05000US56015,139700,147600,148700,153000
"Hot Springs County, WY","county",05000US56017,143900,147600,151600,147500
"Johnson County, WY","county",05000US56019,228800,225400,227700,247800
"Laramie County, WY","county",05000US56021,181700,186600,190000,195900
"Lincoln County, WY","county",05000US56023,190900,194700,201700,204300
"Natrona County, WY","county",05000US56025,178300,183100,185600,193200
"Niobrara County, WY","county",05000US56027,147700,135900,157900,155200
"Park County, WY","county",05000US56029,212100,213200,221300,231100
"Platte County, WY","county",05000US56031,147100,147200,155500,164000
"Sheridan County, WY","county",05000US56033,220400,219400,228000,237700
"Sublette County, WY","county",05000US56035,282800,284400,275600,264700
"Sweetwater County, WY","county",05000US56037,177300,183400,190900,190700
"Teton County, WY","county",05000US56039,660100,675000,689000,720000
"Uinta County, WY","county",05000US56041,181700,174800,176700,179500
"Washakie County, WY","county",05000US56043,162600,158700,160800,156900
"Weston County, WY","county",05000US56045,136000,160600,178200,172300
"Adjuntas Municipio, PR","county",05000US72001,104600,103500,103000,90900
"Aguada Municipio, PR","county",05000US72003,90300,91000,90000,89900
"Aguadilla Municipio, PR","county",05000US72005,119700,126400,126500,124100
"Aguas Buenas Municipio, PR","county",05000US72007,96400,102900,102900,109100
"Aibonito Municipio, PR","county",05000US72009,120200,124800,129600,119900
"Añasco Municipio, PR","county",05000US72011,110300,114400,114100,100400
"Arecibo Municipio, PR","county",05000US72013,101700,101500,99800,98200
"Arroyo Municipio, PR","county",05000US72015,87700,90200,91600,92300
"Barceloneta Municipio, PR","county",05000US72017,104500,98700,106300,108200
"Barranquitas Municipio, PR","county",05000US72019,101800,107600,99000,102500
"Bayamón Municipio, PR","county",05000US72021,144500,143300,142800,141100
"Cabo Rojo Municipio, PR","county",05000US72023,112700,116800,115000,112800
"Caguas Municipio, PR","county",05000US72025,139800,140500,138000,137300
"Camuy Municipio, PR","county",05000US72027,96200,98900,100900,105300
"Canóvanas Municipio, PR","county",05000US72029,121400,121700,121100,116600
"Carolina Municipio, PR","county",05000US72031,155100,153700,152800,150300
"Cataño Municipio, PR","county",05000US72033,124600,127000,124300,127100
"Cayey Municipio, PR","county",05000US72035,111900,115800,118100,120800
"Ceiba Municipio, PR","county",05000US72037,96700,98000,97300,96200
"Ciales Municipio, PR","county",05000US72039,104300,107300,108200,103700
"Cidra Municipio, PR","county",05000US72041,115200,117800,118200,120000
"Coamo Municipio, PR","county",05000US72043,91200,92100,93200,90500
"Comerío Municipio, PR","county",05000US72045,92900,95000,92700,89000
"Corozal Municipio, PR","county",05000US72047,112300,109200,101800,93500
"Culebra Municipio, PR","county",05000US72049,118800,154900,122800,104800
"Dorado Municipio, PR","county",05000US72051,146100,150300,140300,148600
"Fajardo Municipio, PR","county",05000US72053,107200,106900,106700,105300
"Florida Municipio, PR","county",05000US72054,108700,95000,91300,94300
"Guánica Municipio, PR","county",05000US72055,86900,87500,90100,90000
"Guayama Municipio, PR","county",05000US72057,94000,97600,96000,95200
"Guayanilla Municipio, PR","county",05000US72059,85500,86100,84800,82600
"Guaynabo Municipio, PR","county",05000US72061,204500,199000,200400,199100
"Gurabo Municipio, PR","county",05000US72063,163900,163500,163600,156700
"Hatillo Municipio, PR","county",05000US72065,134500,135200,129300,112800
"Hormigueros Municipio, PR","county",05000US72067,102800,106100,106900,109200
"Humacao Municipio, PR","county",05000US72069,113600,109000,102400,98300
